# command: python3 /Users/jenniferstiens/anaconda3/envs/python38/bin/transit pathway_enrichment output/resamp_all_perm_winz_pc5.tsv GSEA_files/Mbovis_GO_terms.dat GSEA_files/GO_term_names.dat output/gsea_fet.txt -M FET -Pval_col 10 -Qval_col 11
# date: 2023-08-16 09:17:52
# pathway method: FET
# method=FET, PC=2
# genes with associations=3121 out of 4045 total
# significant genes (qval<0.05): 11
# 2474 out of 47127 pathways have >=1 gene; max has 2412
#pathway	total_genes(M)	genes_in_path(n)	significant_genes(N)	signif_genes_in_path(k)	expected	k+PC	n_adj_by_PC	enrichement	pval	qval	description	genes
GO:0006635	4045	20	11	0	0.05	2	755	0.976	0.33828146609511	0.39439262473687786	fatty acid beta-oxidation	
GO:0009063	4045	20	11	0	0.05	2	755	0.976	0.33828146609511	0.39439262473687786	cellular amino acid catabolic process	
GO:0009070	4045	20	11	0	0.05	2	755	0.976	0.33828146609511	0.39439262473687786	serine family amino acid biosynthetic process	
GO:0009268	4045	20	11	0	0.05	2	755	0.976	0.33828146609511	0.39439262473687786	response to pH	
GO:0009273	4045	20	11	0	0.05	2	755	0.976	0.33828146609511	0.39439262473687786	peptidoglycan-based cell wall biogenesis	
GO:0009891	4045	20	11	0	0.05	2	755	0.976	0.33828146609511	0.39439262473687786	positive regulation of biosynthetic process	
GO:0010557	4045	20	11	0	0.05	2	755	0.976	0.33828146609511	0.39439262473687786	positive regulation of macromolecule biosynthetic process	
GO:0016877	4045	20	11	0	0.05	2	755	0.976	0.33828146609511	0.39439262473687786	ligase activity, forming carbon-sulfur bonds	
GO:0019899	4045	20	11	0	0.05	2	755	0.976	0.33828146609511	0.39439262473687786	enzyme binding	
GO:0031328	4045	20	11	0	0.05	2	755	0.976	0.33828146609511	0.39439262473687786	positive regulation of cellular biosynthetic process	
GO:0042546	4045	20	11	0	0.05	2	755	0.976	0.33828146609511	0.39439262473687786	cell wall biogenesis	
GO:0044087	4045	20	11	0	0.05	2	755	0.976	0.33828146609511	0.39439262473687786	regulation of cellular component biogenesis	
GO:0045017	4045	20	11	0	0.05	2	755	0.976	0.33828146609511	0.39439262473687786	glycerolipid biosynthetic process	
GO:0046939	4045	20	11	0	0.05	2	755	0.976	0.33828146609511	0.39439262473687786	nucleotide phosphorylation	
GO:0004871	4045	21	11	0	0.06	2	756	0.971	0.3390990660729303	0.39439262473687786	signal transducer activity	
GO:0006418	4045	21	11	0	0.06	2	756	0.971	0.3390990660729303	0.39439262473687786	tRNA aminoacylation for protein translation	
GO:0008237	4045	21	11	0	0.06	2	756	0.971	0.3390990660729303	0.39439262473687786	metallopeptidase activity	
GO:0008238	4045	21	11	0	0.06	2	756	0.971	0.3390990660729303	0.39439262473687786	exopeptidase activity	
GO:0008299	4045	21	11	0	0.06	2	756	0.971	0.3390990660729303	0.39439262473687786	isoprenoid biosynthetic process	
GO:0009132	4045	21	11	0	0.06	2	756	0.971	0.3390990660729303	0.39439262473687786	nucleoside diphosphate metabolic process	
GO:0016298	4045	21	11	0	0.06	2	756	0.971	0.3390990660729303	0.39439262473687786	lipase activity	
GO:0016763	4045	21	11	0	0.06	2	756	0.971	0.3390990660729303	0.39439262473687786	transferase activity, transferring pentosyl groups	
GO:0016875	4045	21	11	0	0.06	2	756	0.971	0.3390990660729303	0.39439262473687786	ligase activity, forming carbon-oxygen bonds	
GO:0019395	4045	21	11	0	0.06	2	756	0.971	0.3390990660729303	0.39439262473687786	fatty acid oxidation	
GO:0034440	4045	21	11	0	0.06	2	756	0.971	0.3390990660729303	0.39439262473687786	lipid oxidation	
GO:0042278	4045	21	11	0	0.06	2	756	0.971	0.3390990660729303	0.39439262473687786	purine nucleoside metabolic process	
GO:0042398	4045	21	11	0	0.06	2	756	0.971	0.3390990660729303	0.39439262473687786	cellular modified amino acid biosynthetic process	
GO:0043190	4045	21	11	0	0.06	2	756	0.971	0.3390990660729303	0.39439262473687786	ATP-binding cassette (ABC) transporter complex	
GO:0043650	4045	21	11	0	0.06	2	756	0.971	0.3390990660729303	0.39439262473687786	dicarboxylic acid biosynthetic process	
GO:0098533	4045	21	11	0	0.06	2	756	0.971	0.3390990660729303	0.39439262473687786	ATPase dependent transmembrane transport complex	
GO:1901681	4045	21	11	0	0.06	2	756	0.971	0.3390990660729303	0.39439262473687786	sulfur compound binding	
GO:1902495	4045	21	11	0	0.06	2	756	0.971	0.3390990660729303	0.39439262473687786	transmembrane transporter complex	
GO:1904949	4045	21	11	0	0.06	2	756	0.971	0.3390990660729303	0.39439262473687786	ATPase complex	
GO:1990351	4045	21	11	0	0.06	2	756	0.971	0.3390990660729303	0.39439262473687786	transporter complex	
GO:0004527	4045	22	11	0	0.06	2	757	0.971	0.33991684078640094	0.39439262473687786	exonuclease activity	
GO:0005996	4045	22	11	0	0.06	2	757	0.971	0.33991684078640094	0.39439262473687786	monosaccharide metabolic process	
GO:0006400	4045	22	11	0	0.06	2	757	0.971	0.33991684078640094	0.39439262473687786	tRNA modification	
GO:0006720	4045	22	11	0	0.06	2	757	0.971	0.33991684078640094	0.39439262473687786	isoprenoid metabolic process	
GO:0006754	4045	22	11	0	0.06	2	757	0.971	0.33991684078640094	0.39439262473687786	ATP biosynthetic process	
GO:0008236	4045	22	11	0	0.06	2	757	0.971	0.33991684078640094	0.39439262473687786	serine-type peptidase activity	
GO:0015077	4045	22	11	0	0.06	2	757	0.971	0.33991684078640094	0.39439262473687786	monovalent inorganic cation transmembrane transporter activity	
GO:0015103	4045	22	11	0	0.06	2	757	0.971	0.33991684078640094	0.39439262473687786	inorganic anion transmembrane transporter activity	
GO:0015935	4045	22	11	0	0.06	2	757	0.971	0.33991684078640094	0.39439262473687786	small ribosomal subunit	
GO:0017171	4045	22	11	0	0.06	2	757	0.971	0.33991684078640094	0.39439262473687786	serine hydrolase activity	
GO:0032196	4045	22	11	0	0.06	2	757	0.971	0.33991684078640094	0.39439262473687786	transposition	
GO:0032268	4045	22	11	0	0.06	2	757	0.971	0.33991684078640094	0.39439262473687786	regulation of cellular protein metabolic process	
GO:0043038	4045	22	11	0	0.06	2	757	0.971	0.33991684078640094	0.39439262473687786	amino acid activation	
GO:0043039	4045	22	11	0	0.06	2	757	0.971	0.33991684078640094	0.39439262473687786	tRNA aminoacylation	
GO:0044265	4045	22	11	0	0.06	2	757	0.971	0.33991684078640094	0.39439262473687786	cellular macromolecule catabolic process	
GO:0045226	4045	22	11	0	0.06	2	757	0.971	0.33991684078640094	0.39439262473687786	extracellular polysaccharide biosynthetic process	
GO:0046379	4045	22	11	0	0.06	2	757	0.971	0.33991684078640094	0.39439262473687786	extracellular polysaccharide metabolic process	
GO:0051246	4045	22	11	0	0.06	2	757	0.971	0.33991684078640094	0.39439262473687786	regulation of protein metabolic process	
GO:0004386	4045	23	11	0	0.06	2	758	0.971	0.34073478680022584	0.39439262473687786	helicase activity	
GO:0006071	4045	23	11	0	0.06	2	758	0.971	0.34073478680022584	0.39439262473687786	glycerol metabolic process	
GO:0006996	4045	23	11	0	0.06	2	758	0.971	0.34073478680022584	0.39439262473687786	organelle organization	
GO:0008483	4045	23	11	0	0.06	2	758	0.971	0.34073478680022584	0.39439262473687786	transaminase activity	
GO:0010038	4045	23	11	0	0.06	2	758	0.971	0.34073478680022584	0.39439262473687786	response to metal ion	
GO:0016407	4045	23	11	0	0.06	2	758	0.971	0.34073478680022584	0.39439262473687786	acetyltransferase activity	
GO:0016410	4045	23	11	0	0.06	2	758	0.971	0.34073478680022584	0.39439262473687786	N-acyltransferase activity	
GO:0016667	4045	23	11	0	0.06	2	758	0.971	0.34073478680022584	0.39439262473687786	oxidoreductase activity, acting on a sulfur group of donors	
GO:0016769	4045	23	11	0	0.06	2	758	0.971	0.34073478680022584	0.39439262473687786	transferase activity, transferring nitrogenous groups	
GO:0019359	4045	23	11	0	0.06	2	758	0.971	0.34073478680022584	0.39439262473687786	nicotinamide nucleotide biosynthetic process	
GO:0019400	4045	23	11	0	0.06	2	758	0.971	0.34073478680022584	0.39439262473687786	alditol metabolic process	
GO:0042455	4045	23	11	0	0.06	2	758	0.971	0.34073478680022584	0.39439262473687786	ribonucleoside biosynthetic process	
GO:0046034	4045	23	11	0	0.06	2	758	0.971	0.34073478680022584	0.39439262473687786	ATP metabolic process	
GO:0046777	4045	23	11	0	0.06	2	758	0.971	0.34073478680022584	0.39439262473687786	protein autophosphorylation	
GO:0065009	4045	23	11	0	0.06	2	758	0.971	0.34073478680022584	0.39439262473687786	regulation of molecular function	
GO:0072528	4045	23	11	0	0.06	2	758	0.971	0.34073478680022584	0.39439262473687786	pyrimidine-containing compound biosynthetic process	
GO:0098656	4045	23	11	0	0.06	2	758	0.971	0.34073478680022584	0.39439262473687786	anion transmembrane transport	
GO:1901136	4045	23	11	0	0.06	2	758	0.971	0.34073478680022584	0.39439262473687786	carbohydrate derivative catabolic process	
GO:1901698	4045	23	11	0	0.06	2	758	0.971	0.34073478680022584	0.39439262473687786	response to nitrogen compound	
GO:0008203	4045	24	11	0	0.07	2	759	0.966	0.34155290068413824	0.39439262473687786	cholesterol metabolic process	
GO:0009163	4045	24	11	0	0.07	2	759	0.966	0.34155290068413824	0.39439262473687786	nucleoside biosynthetic process	
GO:0009252	4045	24	11	0	0.07	2	759	0.966	0.34155290068413824	0.39439262473687786	peptidoglycan biosynthetic process	
GO:0015291	4045	24	11	0	0.07	2	759	0.966	0.34155290068413824	0.39439262473687786	secondary active transmembrane transporter activity	
GO:0015672	4045	24	11	0	0.07	2	759	0.966	0.34155290068413824	0.39439262473687786	monovalent inorganic cation transport	
GO:0016411	4045	24	11	0	0.07	2	759	0.966	0.34155290068413824	0.39439262473687786	acylglycerol O-acyltransferase activity	
GO:0016782	4045	24	11	0	0.07	2	759	0.966	0.34155290068413824	0.39439262473687786	transferase activity, transferring sulfur-containing groups	
GO:0016903	4045	24	11	0	0.07	2	759	0.966	0.34155290068413824	0.39439262473687786	oxidoreductase activity, acting on the aldehyde or oxo group of donors	
GO:0019363	4045	24	11	0	0.07	2	759	0.966	0.34155290068413824	0.39439262473687786	pyridine nucleotide biosynthetic process	
GO:0031177	4045	24	11	0	0.07	2	759	0.966	0.34155290068413824	0.39439262473687786	phosphopantetheine binding	
GO:0031406	4045	24	11	0	0.07	2	759	0.966	0.34155290068413824	0.39439262473687786	carboxylic acid binding	
GO:0043177	4045	24	11	0	0.07	2	759	0.966	0.34155290068413824	0.39439262473687786	organic acid binding	
GO:0046164	4045	24	11	0	0.07	2	759	0.966	0.34155290068413824	0.39439262473687786	alcohol catabolic process	
GO:1901616	4045	24	11	0	0.07	2	759	0.966	0.34155290068413824	0.39439262473687786	organic hydroxy compound catabolic process	
GO:0051704	4045	356	11	1	0.97	3	1091	1.01	0.342105042774881	0.39439262473687786	multi-organism process	MB1383/irta
GO:0006023	4045	25	11	0	0.07	2	760	0.966	0.3423711790129203	0.39439262473687786	aminoglycan biosynthetic process	
GO:0006024	4045	25	11	0	0.07	2	760	0.966	0.3423711790129203	0.39439262473687786	glycosaminoglycan biosynthetic process	
GO:0006090	4045	25	11	0	0.07	2	760	0.966	0.3423711790129203	0.39439262473687786	pyruvate metabolic process	
GO:0006099	4045	25	11	0	0.07	2	760	0.966	0.3423711790129203	0.39439262473687786	tricarboxylic acid cycle	
GO:0006101	4045	25	11	0	0.07	2	760	0.966	0.3423711790129203	0.39439262473687786	citrate metabolic process	
GO:0006364	4045	25	11	0	0.07	2	760	0.966	0.3423711790129203	0.39439262473687786	rRNA processing	
GO:0009166	4045	25	11	0	0.07	2	760	0.966	0.3423711790129203	0.39439262473687786	nucleotide catabolic process	
GO:0016791	4045	25	11	0	0.07	2	760	0.966	0.3423711790129203	0.39439262473687786	phosphatase activity	
GO:0031325	4045	25	11	0	0.07	2	760	0.966	0.3423711790129203	0.39439262473687786	positive regulation of cellular metabolic process	
GO:0042493	4045	25	11	0	0.07	2	760	0.966	0.3423711790129203	0.39439262473687786	response to drug	
GO:0051173	4045	25	11	0	0.07	2	760	0.966	0.3423711790129203	0.39439262473687786	positive regulation of nitrogen compound metabolic process	
GO:0070887	4045	25	11	0	0.07	2	760	0.966	0.3423711790129203	0.39439262473687786	cellular response to chemical stimulus	
GO:0072341	4045	25	11	0	0.07	2	760	0.966	0.3423711790129203	0.39439262473687786	modified amino acid binding	
GO:0098797	4045	25	11	0	0.07	2	760	0.966	0.3423711790129203	0.39439262473687786	plasma membrane protein complex	
GO:1902652	4045	25	11	0	0.07	2	760	0.966	0.3423711790129203	0.39439262473687786	secondary alcohol metabolic process	
GO:0000302	4045	26	11	0	0.07	2	761	0.966	0.3431896183664211	0.39439262473687786	response to reactive oxygen species	
GO:0006650	4045	26	11	0	0.07	2	761	0.966	0.3431896183664211	0.39439262473687786	glycerophospholipid metabolic process	
GO:0007049	4045	26	11	0	0.07	2	761	0.966	0.3431896183664211	0.39439262473687786	cell cycle	
GO:0008360	4045	26	11	0	0.07	2	761	0.966	0.3431896183664211	0.39439262473687786	regulation of cell shape	
GO:0008509	4045	26	11	0	0.07	2	761	0.966	0.3431896183664211	0.39439262473687786	anion transmembrane transporter activity	
GO:0015934	4045	26	11	0	0.07	2	761	0.966	0.3431896183664211	0.39439262473687786	large ribosomal subunit	
GO:0022603	4045	26	11	0	0.07	2	761	0.966	0.3431896183664211	0.39439262473687786	regulation of anatomical structure morphogenesis	
GO:0022604	4045	26	11	0	0.07	2	761	0.966	0.3431896183664211	0.39439262473687786	regulation of cell morphogenesis	
GO:0022625	4045	26	11	0	0.07	2	761	0.966	0.3431896183664211	0.39439262473687786	cytosolic large ribosomal subunit	
GO:0043414	4045	26	11	0	0.07	2	761	0.966	0.3431896183664211	0.39439262473687786	macromolecule methylation	
GO:0072527	4045	26	11	0	0.07	2	761	0.966	0.3431896183664211	0.39439262473687786	pyrimidine-containing compound metabolic process	
GO:1901292	4045	26	11	0	0.07	2	761	0.966	0.3431896183664211	0.39439262473687786	nucleoside phosphate catabolic process	
GO:0009067	4045	27	11	0	0.07	2	762	0.966	0.3440082153295763	0.39439262473687786	aspartate family amino acid biosynthetic process	
GO:0009069	4045	27	11	0	0.07	2	762	0.966	0.3440082153295763	0.39439262473687786	serine family amino acid metabolic process	
GO:0009145	4045	27	11	0	0.07	2	762	0.966	0.3440082153295763	0.39439262473687786	purine nucleoside triphosphate biosynthetic process	
GO:0009206	4045	27	11	0	0.07	2	762	0.966	0.3440082153295763	0.39439262473687786	purine ribonucleoside triphosphate biosynthetic process	
GO:0010628	4045	27	11	0	0.07	2	762	0.966	0.3440082153295763	0.39439262473687786	positive regulation of gene expression	
GO:0016311	4045	27	11	0	0.07	2	762	0.966	0.3440082153295763	0.39439262473687786	dephosphorylation	
GO:0016866	4045	27	11	0	0.07	2	762	0.966	0.3440082153295763	0.39439262473687786	intramolecular transferase activity	
GO:0019217	4045	27	11	0	0.07	2	762	0.966	0.3440082153295763	0.39439262473687786	regulation of fatty acid metabolic process	
GO:0050793	4045	27	11	0	0.07	2	762	0.966	0.3440082153295763	0.39439262473687786	regulation of developmental process	
GO:0051301	4045	27	11	0	0.07	2	762	0.966	0.3440082153295763	0.39439262473687786	cell division	
GO:0072350	4045	27	11	0	0.07	2	762	0.966	0.3440082153295763	0.39439262473687786	tricarboxylic acid metabolic process	
GO:0098662	4045	27	11	0	0.07	2	762	0.966	0.3440082153295763	0.39439262473687786	inorganic cation transmembrane transport	
GO:0000270	4045	28	11	0	0.08	2	763	0.962	0.34482696649242583	0.39439262473687786	peptidoglycan metabolic process	
GO:0009062	4045	28	11	0	0.08	2	763	0.962	0.34482696649242583	0.39439262473687786	fatty acid catabolic process	
GO:0016072	4045	28	11	0	0.08	2	763	0.962	0.34482696649242583	0.39439262473687786	rRNA metabolic process	
GO:0042803	4045	28	11	0	0.08	2	763	0.962	0.34482696649242583	0.39439262473687786	protein homodimerization activity	
GO:0006022	4045	29	11	0	0.08	2	764	0.962	0.3456458684501317	0.39439262473687786	aminoglycan metabolic process	
GO:0006260	4045	29	11	0	0.08	2	764	0.962	0.3456458684501317	0.39439262473687786	DNA replication	
GO:0006575	4045	29	11	0	0.08	2	764	0.962	0.3456458684501317	0.39439262473687786	cellular modified amino acid metabolic process	
GO:0008033	4045	29	11	0	0.08	2	764	0.962	0.3456458684501317	0.39439262473687786	tRNA processing	
GO:0009201	4045	29	11	0	0.08	2	764	0.962	0.3456458684501317	0.39439262473687786	ribonucleoside triphosphate biosynthetic process	
GO:0009893	4045	29	11	0	0.08	2	764	0.962	0.3456458684501317	0.39439262473687786	positive regulation of metabolic process	
GO:0010565	4045	29	11	0	0.08	2	764	0.962	0.3456458684501317	0.39439262473687786	regulation of cellular ketone metabolic process	
GO:0010604	4045	29	11	0	0.08	2	764	0.962	0.3456458684501317	0.39439262473687786	positive regulation of macromolecule metabolic process	
GO:0030203	4045	29	11	0	0.08	2	764	0.962	0.3456458684501317	0.39439262473687786	glycosaminoglycan metabolic process	
GO:0030258	4045	29	11	0	0.08	2	764	0.962	0.3456458684501317	0.39439262473687786	lipid modification	
GO:0045892	4045	29	11	0	0.08	2	764	0.962	0.3456458684501317	0.39439262473687786	negative regulation of transcription, DNA-templated	
GO:1902679	4045	29	11	0	0.08	2	764	0.962	0.3456458684501317	0.39439262473687786	negative regulation of RNA biosynthetic process	
GO:1903507	4045	29	11	0	0.08	2	764	0.962	0.3456458684501317	0.39439262473687786	negative regulation of nucleic acid-templated transcription	
GO:0004672	4045	30	11	0	0.08	2	765	0.962	0.34646491780299693	0.39439262473687786	protein kinase activity	
GO:0008374	4045	30	11	0	0.08	2	765	0.962	0.34646491780299693	0.39439262473687786	O-acyltransferase activity	
GO:0009247	4045	30	11	0	0.08	2	765	0.962	0.34646491780299693	0.39439262473687786	glycolipid biosynthetic process	
GO:0016765	4045	30	11	0	0.08	2	765	0.962	0.34646491780299693	0.39439262473687786	transferase activity, transferring alkyl or aryl (other than methyl) groups	
GO:0018193	4045	30	11	0	0.08	2	765	0.962	0.34646491780299693	0.39439262473687786	peptidyl-amino acid modification	
GO:0019216	4045	30	11	0	0.08	2	765	0.962	0.34646491780299693	0.39439262473687786	regulation of lipid metabolic process	
GO:0033014	4045	30	11	0	0.08	2	765	0.962	0.34646491780299693	0.39439262473687786	tetrapyrrole biosynthetic process	
GO:0033692	4045	30	11	0	0.08	2	765	0.962	0.34646491780299693	0.39439262473687786	cellular polysaccharide biosynthetic process	
GO:0048522	4045	30	11	0	0.08	2	765	0.962	0.34646491780299693	0.39439262473687786	positive regulation of cellular process	
GO:0050661	4045	30	11	0	0.08	2	765	0.962	0.34646491780299693	0.39439262473687786	NADP binding	
GO:0065003	4045	30	11	0	0.08	2	765	0.962	0.34646491780299693	0.39439262473687786	protein-containing complex assembly	
GO:1901659	4045	30	11	0	0.08	2	765	0.962	0.34646491780299693	0.39439262473687786	glycosyl compound biosynthetic process	
GO:0006664	4045	31	11	0	0.08	2	766	0.962	0.34728411115648367	0.39439262473687786	glycolipid metabolic process	
GO:0008104	4045	31	11	0	0.08	2	766	0.962	0.34728411115648367	0.39439262473687786	protein localization	
GO:0009119	4045	31	11	0	0.08	2	766	0.962	0.34728411115648367	0.39439262473687786	ribonucleoside metabolic process	
GO:0015031	4045	31	11	0	0.08	2	766	0.962	0.34728411115648367	0.39439262473687786	protein transport	
GO:0016052	4045	31	11	0	0.08	2	766	0.962	0.34728411115648367	0.39439262473687786	carbohydrate catabolic process	
GO:0016651	4045	31	11	0	0.08	2	766	0.962	0.34728411115648367	0.39439262473687786	oxidoreductase activity, acting on NAD(P)H	
GO:0016798	4045	31	11	0	0.08	2	766	0.962	0.34728411115648367	0.39439262473687786	hydrolase activity, acting on glycosyl bonds	
GO:0033013	4045	31	11	0	0.08	2	766	0.962	0.34728411115648367	0.39439262473687786	tetrapyrrole metabolic process	
GO:0033036	4045	31	11	0	0.08	2	766	0.962	0.34728411115648367	0.39439262473687786	macromolecule localization	
GO:0044085	4045	31	11	0	0.08	2	766	0.962	0.34728411115648367	0.39439262473687786	cellular component biogenesis	
GO:0045184	4045	31	11	0	0.08	2	766	0.962	0.34728411115648367	0.39439262473687786	establishment of protein localization	
GO:0045454	4045	31	11	0	0.08	2	766	0.962	0.34728411115648367	0.39439262473687786	cell redox homeostasis	
GO:0046467	4045	31	11	0	0.08	2	766	0.962	0.34728411115648367	0.39439262473687786	membrane lipid biosynthetic process	
GO:0048583	4045	31	11	0	0.08	2	766	0.962	0.34728411115648367	0.39439262473687786	regulation of response to stimulus	
GO:0051253	4045	31	11	0	0.08	2	766	0.962	0.34728411115648367	0.39439262473687786	negative regulation of RNA metabolic process	
GO:0004175	4045	32	11	0	0.09	2	767	0.957	0.3481034451212305	0.39439262473687786	endopeptidase activity	
GO:0009142	4045	32	11	0	0.09	2	767	0.957	0.3481034451212305	0.39439262473687786	nucleoside triphosphate biosynthetic process	
GO:0009205	4045	32	11	0	0.09	2	767	0.957	0.3481034451212305	0.39439262473687786	purine ribonucleoside triphosphate metabolic process	
GO:0033218	4045	32	11	0	0.09	2	767	0.957	0.3481034451212305	0.39439262473687786	amide binding	
GO:0072329	4045	32	11	0	0.09	2	767	0.957	0.3481034451212305	0.39439262473687786	monocarboxylic acid catabolic process	
GO:0000097	4045	33	11	0	0.09	2	768	0.957	0.3489229163130707	0.39439262473687786	sulfur amino acid biosynthetic process	
GO:0000271	4045	33	11	0	0.09	2	768	0.957	0.3489229163130707	0.39439262473687786	polysaccharide biosynthetic process	
GO:0005525	4045	33	11	0	0.09	2	768	0.957	0.3489229163130707	0.39439262473687786	GTP binding	
GO:0008654	4045	33	11	0	0.09	2	768	0.957	0.3489229163130707	0.39439262473687786	phospholipid biosynthetic process	
GO:0015698	4045	33	11	0	0.09	2	768	0.957	0.3489229163130707	0.39439262473687786	inorganic anion transport	
GO:0022890	4045	33	11	0	0.09	2	768	0.957	0.3489229163130707	0.39439262473687786	inorganic cation transmembrane transporter activity	
GO:0046434	4045	33	11	0	0.09	2	768	0.957	0.3489229163130707	0.39439262473687786	organophosphate catabolic process	
GO:0052689	4045	33	11	0	0.09	2	768	0.957	0.3489229163130707	0.39439262473687786	carboxylic ester hydrolase activity	
GO:0000160	4045	34	11	0	0.09	2	769	0.957	0.3497425213530497	0.39439262473687786	phosphorelay signal transduction system	
GO:0001883	4045	34	11	0	0.09	2	769	0.957	0.3497425213530497	0.39439262473687786	purine nucleoside binding	
GO:0006643	4045	34	11	0	0.09	2	769	0.957	0.3497425213530497	0.39439262473687786	membrane lipid metabolic process	
GO:0009144	4045	34	11	0	0.09	2	769	0.957	0.3497425213530497	0.39439262473687786	purine nucleoside triphosphate metabolic process	
GO:0009986	4045	34	11	0	0.09	2	769	0.957	0.3497425213530497	0.39439262473687786	cell surface	
GO:0016209	4045	34	11	0	0.09	2	769	0.957	0.3497425213530497	0.39439262473687786	antioxidant activity	
GO:0032550	4045	34	11	0	0.09	2	769	0.957	0.3497425213530497	0.39439262473687786	purine ribonucleoside binding	
GO:0032561	4045	34	11	0	0.09	2	769	0.957	0.3497425213530497	0.39439262473687786	guanyl ribonucleotide binding	
GO:0043933	4045	34	11	0	0.09	2	769	0.957	0.3497425213530497	0.39439262473687786	protein-containing complex subunit organization	
GO:0046496	4045	34	11	0	0.09	2	769	0.957	0.3497425213530497	0.39439262473687786	nicotinamide nucleotide metabolic process	
GO:0051287	4045	34	11	0	0.09	2	769	0.957	0.3497425213530497	0.39439262473687786	NAD binding	
GO:0098655	4045	34	11	0	0.09	2	769	0.957	0.3497425213530497	0.39439262473687786	cation transmembrane transport	
GO:0098869	4045	34	11	0	0.09	2	769	0.957	0.3497425213530497	0.39439262473687786	cellular oxidant detoxification	
GO:1990748	4045	34	11	0	0.09	2	769	0.957	0.3497425213530497	0.39439262473687786	cellular detoxification	
GO:0009066	4045	35	11	0	0.1	2	770	0.952	0.3505622568674427	0.39439262473687786	aspartate family amino acid metabolic process	
GO:0009199	4045	35	11	0	0.1	2	770	0.952	0.3505622568674427	0.39439262473687786	ribonucleoside triphosphate metabolic process	
GO:0016125	4045	35	11	0	0.1	2	770	0.952	0.3505622568674427	0.39439262473687786	sterol metabolic process	
GO:0016830	4045	35	11	0	0.1	2	770	0.952	0.3505622568674427	0.39439262473687786	carbon-carbon lyase activity	
GO:0019001	4045	35	11	0	0.1	2	770	0.952	0.3505622568674427	0.39439262473687786	guanyl nucleotide binding	
GO:0019362	4045	35	11	0	0.1	2	770	0.952	0.3505622568674427	0.39439262473687786	pyridine nucleotide metabolic process	
GO:0045926	4045	35	11	0	0.1	2	770	0.952	0.3505622568674427	0.39439262473687786	negative regulation of growth	
GO:0019438	4045	369	11	1	1.0	3	1104	1.0	0.35135861278326685	0.39439262473687786	aromatic compound biosynthetic process	MB2636c/snop
GO:0006733	4045	36	11	0	0.1	2	771	0.952	0.35138211948777154	0.39439262473687786	oxidoreduction coenzyme metabolic process	
GO:0009055	4045	36	11	0	0.1	2	771	0.952	0.35138211948777154	0.39439262473687786	electron transfer activity	
GO:0019751	4045	36	11	0	0.1	2	771	0.952	0.35138211948777154	0.39439262473687786	polyol metabolic process	
GO:0030145	4045	36	11	0	0.1	2	771	0.952	0.35138211948777154	0.39439262473687786	manganese ion binding	
GO:0045934	4045	36	11	0	0.1	2	771	0.952	0.35138211948777154	0.39439262473687786	negative regulation of nucleobase-containing compound metabolic process	
GO:0000096	4045	37	11	0	0.1	2	772	0.952	0.35220210585082373	0.39439262473687786	sulfur amino acid metabolic process	
GO:0001882	4045	37	11	0	0.1	2	772	0.952	0.35220210585082373	0.39439262473687786	nucleoside binding	
GO:0015833	4045	37	11	0	0.1	2	772	0.952	0.35220210585082373	0.39439262473687786	peptide transport	
GO:0032549	4045	37	11	0	0.1	2	772	0.952	0.35220210585082373	0.39439262473687786	ribonucleoside binding	
GO:0042886	4045	37	11	0	0.1	2	772	0.952	0.35220210585082373	0.39439262473687786	amide transport	
GO:0098754	4045	37	11	0	0.1	2	772	0.952	0.35220210585082373	0.39439262473687786	detoxification	
GO:1903509	4045	37	11	0	0.1	2	772	0.952	0.35220210585082373	0.39439262473687786	liposaccharide metabolic process	
GO:0009057	4045	38	11	0	0.1	2	773	0.952	0.35302221259866645	0.39439262473687786	macromolecule catabolic process	
GO:0044242	4045	38	11	0	0.1	2	773	0.952	0.35302221259866645	0.39439262473687786	cellular lipid catabolic process	
GO:0046983	4045	38	11	0	0.1	2	773	0.952	0.35302221259866645	0.39439262473687786	protein dimerization activity	
GO:0005886	4045	1422	11	4	3.87	6	2157	1.022	0.3538283114850593	0.39439262473687786	plasma membrane	MB1217c/fadD21 MB1363/glgP MB1383/irta MB2497/glbO
GO:0000976	4045	39	11	0	0.11	2	774	0.948	0.35384243637866747	0.39439262473687786	transcription regulatory region sequence-specific DNA binding	
GO:0006468	4045	39	11	0	0.11	2	774	0.948	0.35384243637866747	0.39439262473687786	protein phosphorylation	
GO:0008324	4045	39	11	0	0.11	2	774	0.948	0.35384243637866747	0.39439262473687786	cation transmembrane transporter activity	
GO:0010558	4045	39	11	0	0.11	2	774	0.948	0.35384243637866747	0.39439262473687786	negative regulation of macromolecule biosynthetic process	
GO:0034637	4045	39	11	0	0.11	2	774	0.948	0.35384243637866747	0.39439262473687786	cellular carbohydrate biosynthetic process	
GO:0045927	4045	39	11	0	0.11	2	774	0.948	0.35384243637866747	0.39439262473687786	positive regulation of growth	
GO:0052031	4045	39	11	0	0.11	2	774	0.948	0.35384243637866747	0.39439262473687786	modulation by symbiont of host defense response	
GO:0052255	4045	39	11	0	0.11	2	774	0.948	0.35384243637866747	0.39439262473687786	modulation by organism of defense response of other organism involved in symbiotic interaction	
GO:0052552	4045	39	11	0	0.11	2	774	0.948	0.35384243637866747	0.39439262473687786	modulation by organism of immune response of other organism involved in symbiotic interaction	
